,stock_id,time_id,target
256,stock_id=0,2102,0
257,stock_id=0,2104,1
258,stock_id=0,2109,0
259,stock_id=0,2117,1
260,stock_id=0,2118,0
261,stock_id=0,2119,0
262,stock_id=0,2125,0
263,stock_id=0,2136,0
264,stock_id=0,2139,1
265,stock_id=0,2146,0
266,stock_id=0,2169,0
267,stock_id=0,2170,0
268,stock_id=0,2172,0
269,stock_id=0,2174,0
270,stock_id=0,2178,1
271,stock_id=0,2181,0
272,stock_id=0,2183,0
273,stock_id=0,2184,0
274,stock_id=0,2185,0
275,stock_id=0,2193,0
276,stock_id=0,2196,0
277,stock_id=0,2197,0
278,stock_id=0,2199,0
279,stock_id=0,2213,0
280,stock_id=0,2219,0
281,stock_id=0,2239,1
282,stock_id=0,2254,0
283,stock_id=0,2259,0
284,stock_id=0,2267,0
285,stock_id=0,2293,1
286,stock_id=0,2303,1
287,stock_id=0,2312,1
288,stock_id=0,2329,0
289,stock_id=0,2331,0
290,stock_id=0,2353,0
291,stock_id=0,2366,0
292,stock_id=0,2374,0
293,stock_id=0,2385,0
294,stock_id=0,2390,0
295,stock_id=0,2392,0
296,stock_id=0,2410,0
297,stock_id=0,2415,0
298,stock_id=0,2424,0
299,stock_id=0,2433,1
300,stock_id=0,2436,0
301,stock_id=0,2439,1
302,stock_id=0,2440,0
303,stock_id=0,2444,0
304,stock_id=0,2447,0
305,stock_id=0,2458,0
306,stock_id=0,2463,0
307,stock_id=0,2466,1
308,stock_id=0,2468,0
309,stock_id=0,2479,0
310,stock_id=0,2489,0
311,stock_id=0,2491,0
312,stock_id=0,2502,0
313,stock_id=0,2507,0
314,stock_id=0,2510,1
315,stock_id=0,2525,0
316,stock_id=0,2534,0
317,stock_id=0,2545,0
318,stock_id=0,2553,1
319,stock_id=0,2559,1
320,stock_id=0,2566,0
321,stock_id=0,2567,1
322,stock_id=0,2568,1
323,stock_id=0,2573,1
324,stock_id=0,2582,0
325,stock_id=0,2591,1
326,stock_id=0,2593,0
327,stock_id=0,2600,0
328,stock_id=0,2631,1
329,stock_id=0,2643,0
330,stock_id=0,2644,0
331,stock_id=0,2656,1
332,stock_id=0,2657,1
333,stock_id=0,2659,1
334,stock_id=0,2683,0
335,stock_id=0,2709,0
336,stock_id=0,2711,0
337,stock_id=0,2717,0
338,stock_id=0,2718,0
339,stock_id=0,2740,1
340,stock_id=0,2748,0
341,stock_id=0,2758,0
342,stock_id=0,2772,0
343,stock_id=0,2780,0
344,stock_id=0,2782,0
345,stock_id=0,2803,1
346,stock_id=0,2811,0
347,stock_id=0,2826,0
348,stock_id=0,2833,0
349,stock_id=0,2844,0
350,stock_id=0,2846,0
351,stock_id=0,2867,0
352,stock_id=0,2876,1
353,stock_id=0,2881,1
354,stock_id=0,2883,0
355,stock_id=0,2891,1
356,stock_id=0,2892,0
357,stock_id=0,2893,0
358,stock_id=0,2902,0
359,stock_id=0,2903,0
360,stock_id=0,2908,1
361,stock_id=0,2917,1
362,stock_id=0,2929,0
363,stock_id=0,2932,0
364,stock_id=0,2946,0
365,stock_id=0,2956,0
366,stock_id=0,2969,0
367,stock_id=0,2979,0
368,stock_id=0,2982,0
369,stock_id=0,2992,0
370,stock_id=0,2999,0
371,stock_id=0,3001,0
372,stock_id=0,3002,1
373,stock_id=0,3008,1
374,stock_id=0,3009,1
375,stock_id=0,3012,1
376,stock_id=0,3017,1
377,stock_id=0,3025,1
378,stock_id=0,3029,0
379,stock_id=0,3033,0
380,stock_id=0,3044,1
381,stock_id=0,3046,0
382,stock_id=0,3069,0
383,stock_id=0,3092,0
384,stock_id=0,3098,1
385,stock_id=0,3108,0
386,stock_id=0,3113,1
387,stock_id=0,3123,0
388,stock_id=0,3130,0
389,stock_id=0,3135,1
390,stock_id=0,3138,0
391,stock_id=0,3146,1
392,stock_id=0,3152,0
393,stock_id=0,3154,0
394,stock_id=0,3160,0
395,stock_id=0,3179,0
396,stock_id=0,3187,0
397,stock_id=0,3211,1
398,stock_id=0,3223,0
399,stock_id=0,3233,0
400,stock_id=0,3270,1
401,stock_id=0,3280,0
402,stock_id=0,3291,0
403,stock_id=0,3318,1
404,stock_id=0,3322,0
405,stock_id=0,3323,0
406,stock_id=0,3327,0
407,stock_id=0,3328,0
408,stock_id=0,3333,0
409,stock_id=0,3367,0
410,stock_id=0,3373,1
411,stock_id=0,3378,0
412,stock_id=0,3381,0
413,stock_id=0,3384,1
414,stock_id=0,3389,0
415,stock_id=0,3396,0
416,stock_id=0,3399,0
417,stock_id=0,3404,0
418,stock_id=0,3406,1
419,stock_id=0,3414,0
420,stock_id=0,3427,0
421,stock_id=0,3431,0
422,stock_id=0,3445,0
423,stock_id=0,3457,1
424,stock_id=0,3465,0
425,stock_id=0,3469,0
426,stock_id=0,3484,0
427,stock_id=0,3486,0
428,stock_id=0,3513,1
429,stock_id=0,3516,0
430,stock_id=0,3531,0
431,stock_id=0,3536,0
432,stock_id=0,3552,1
433,stock_id=0,3564,0
434,stock_id=0,3567,0
435,stock_id=0,3580,0
436,stock_id=0,3587,1
437,stock_id=0,3596,0
438,stock_id=0,3601,0
439,stock_id=0,3607,0
440,stock_id=0,3622,0
441,stock_id=0,3626,0
442,stock_id=0,3640,0
443,stock_id=0,3650,0
444,stock_id=0,3655,0
445,stock_id=0,3660,0
446,stock_id=0,3661,0
447,stock_id=0,3668,1
448,stock_id=0,3685,1
449,stock_id=0,3686,0
450,stock_id=0,3694,0
451,stock_id=0,3703,0
452,stock_id=0,3711,1
453,stock_id=0,3720,0
454,stock_id=0,3721,0
455,stock_id=0,3732,1
456,stock_id=0,3735,0
457,stock_id=0,3737,0
458,stock_id=0,3758,0
459,stock_id=0,3762,0
460,stock_id=0,3797,0
461,stock_id=0,3804,1
462,stock_id=0,3836,1
463,stock_id=0,3846,0
464,stock_id=0,3877,0
465,stock_id=0,3884,0
466,stock_id=0,3886,0
467,stock_id=0,3908,1
468,stock_id=0,3921,0
469,stock_id=0,3922,1
470,stock_id=0,3931,0
471,stock_id=0,3955,0
472,stock_id=0,3957,0
473,stock_id=0,3961,1
474,stock_id=0,3962,1
475,stock_id=0,3974,0
476,stock_id=0,3987,0
477,stock_id=0,3999,0
478,stock_id=0,4004,0
479,stock_id=0,4013,1
480,stock_id=0,4027,0
481,stock_id=0,4031,0
482,stock_id=0,4032,0
483,stock_id=0,4034,0
484,stock_id=0,4037,1
485,stock_id=0,4038,0
486,stock_id=0,4043,0
487,stock_id=0,4052,1
488,stock_id=0,4060,1
489,stock_id=0,4067,0
490,stock_id=0,4069,0
491,stock_id=0,4071,0
492,stock_id=0,4072,0
493,stock_id=0,4075,0
494,stock_id=0,4079,0
495,stock_id=0,4084,0
496,stock_id=0,4089,0
497,stock_id=0,4091,0
498,stock_id=0,4103,0
499,stock_id=0,4106,0
500,stock_id=0,4131,0
501,stock_id=0,4132,1
502,stock_id=0,4138,0
503,stock_id=0,4140,0
504,stock_id=0,4142,0
505,stock_id=0,4155,0
506,stock_id=0,4156,0
507,stock_id=0,4158,0
508,stock_id=0,4159,0
509,stock_id=0,4173,1
510,stock_id=0,4186,0
511,stock_id=0,4193,1
512,stock_id=0,4201,0
513,stock_id=0,4209,0
514,stock_id=0,4219,0
515,stock_id=0,4226,0
516,stock_id=0,4257,0
517,stock_id=0,4264,0
518,stock_id=0,4265,0
519,stock_id=0,4266,0
520,stock_id=0,4275,0
521,stock_id=0,4293,0
522,stock_id=0,4294,1
523,stock_id=0,4302,0
524,stock_id=0,4310,0
525,stock_id=0,4318,0
526,stock_id=0,4329,0
527,stock_id=0,4361,0
528,stock_id=0,4364,1
529,stock_id=0,4367,1
530,stock_id=0,4371,0
531,stock_id=0,4377,0
532,stock_id=0,4385,0
533,stock_id=0,4388,0
534,stock_id=0,4400,0
535,stock_id=0,4403,0
536,stock_id=0,4414,0
537,stock_id=0,4431,0
538,stock_id=0,4432,0
539,stock_id=0,4449,0
540,stock_id=0,4457,0
541,stock_id=0,4460,0
542,stock_id=0,4470,0
543,stock_id=0,4477,0
544,stock_id=0,4479,1
545,stock_id=0,4487,0
546,stock_id=0,4489,0
547,stock_id=0,4493,0
548,stock_id=0,4518,0
549,stock_id=0,4543,1
550,stock_id=0,4547,0
551,stock_id=0,4555,0
552,stock_id=0,4557,1
553,stock_id=0,4560,1
554,stock_id=0,4570,0
555,stock_id=0,4571,1
556,stock_id=0,4587,1
557,stock_id=0,4588,1
558,stock_id=0,4601,0
559,stock_id=0,4603,0
560,stock_id=0,4613,0
561,stock_id=0,4615,0
562,stock_id=0,4616,0
563,stock_id=0,4618,0
564,stock_id=0,4622,0
565,stock_id=0,4627,1
566,stock_id=0,4630,0
567,stock_id=0,4649,0
568,stock_id=0,4654,0
569,stock_id=0,4661,0
570,stock_id=0,4667,0
571,stock_id=0,4690,0
572,stock_id=0,4695,1
573,stock_id=0,4707,0
574,stock_id=0,4713,0
575,stock_id=0,4714,0
576,stock_id=0,4723,0
577,stock_id=0,4724,0
578,stock_id=0,4737,0
579,stock_id=0,4739,0
580,stock_id=0,4743,0
581,stock_id=0,4746,0
582,stock_id=0,4754,0
583,stock_id=0,4762,0
584,stock_id=0,4774,0
585,stock_id=0,4787,1
586,stock_id=0,4797,0
587,stock_id=0,4817,0
588,stock_id=0,4844,0
589,stock_id=0,4849,0
590,stock_id=0,4850,0
591,stock_id=0,4851,1
592,stock_id=0,4858,1
593,stock_id=0,4867,0
594,stock_id=0,4869,0
595,stock_id=0,4889,1
596,stock_id=0,4902,1
597,stock_id=0,4905,0
598,stock_id=0,4910,0
599,stock_id=0,4913,0
600,stock_id=0,4927,0
601,stock_id=0,4935,0
602,stock_id=0,4951,0
603,stock_id=0,4957,0
604,stock_id=0,4958,0
605,stock_id=0,4962,1
606,stock_id=0,4978,0
607,stock_id=0,4984,0
608,stock_id=0,4987,0
609,stock_id=0,4991,1
610,stock_id=0,4995,0
611,stock_id=0,4997,0
612,stock_id=0,5020,0
613,stock_id=0,5025,0
614,stock_id=0,5032,0
615,stock_id=0,5046,0
616,stock_id=0,5056,0
617,stock_id=0,5063,0
618,stock_id=0,5101,1
619,stock_id=0,5113,1
620,stock_id=0,5118,0
621,stock_id=0,5124,0
622,stock_id=0,5139,0
623,stock_id=0,5141,0
624,stock_id=0,5149,0
625,stock_id=0,5152,1
626,stock_id=0,5153,0
627,stock_id=0,5163,0
628,stock_id=0,5164,1
629,stock_id=0,5171,0
630,stock_id=0,5173,1
631,stock_id=0,5193,0
632,stock_id=0,5206,0
633,stock_id=0,5213,0
634,stock_id=0,5218,1
635,stock_id=0,5232,0
636,stock_id=0,5235,1
637,stock_id=0,5239,0
638,stock_id=0,5245,1
639,stock_id=0,5249,0
640,stock_id=0,5266,0
641,stock_id=0,5285,0
642,stock_id=0,5297,0
643,stock_id=0,5300,0
644,stock_id=0,5302,0
645,stock_id=0,5303,1
646,stock_id=0,5305,0
647,stock_id=0,5314,1
648,stock_id=0,5340,0
649,stock_id=0,5344,0
650,stock_id=0,5347,1
651,stock_id=0,5356,0
652,stock_id=0,5368,0
653,stock_id=0,5391,0
654,stock_id=0,5392,0
655,stock_id=0,5400,0
656,stock_id=0,5401,0
657,stock_id=0,5407,0
658,stock_id=0,5417,0
659,stock_id=0,5421,0
660,stock_id=0,5424,1
661,stock_id=0,5425,0
662,stock_id=0,5444,0
663,stock_id=0,5458,1
664,stock_id=0,5470,1
665,stock_id=0,5480,1
666,stock_id=0,5488,0
667,stock_id=0,5490,0
668,stock_id=0,5496,0
669,stock_id=0,5497,0
670,stock_id=0,5505,1
671,stock_id=0,5510,0
672,stock_id=0,5512,0
673,stock_id=0,5513,0
674,stock_id=0,5517,0
675,stock_id=0,5532,0
676,stock_id=0,5539,0
677,stock_id=0,5580,0
678,stock_id=0,5598,1
679,stock_id=0,5601,0
680,stock_id=0,5609,0
681,stock_id=0,5611,0
682,stock_id=0,5620,0
683,stock_id=0,5629,0
684,stock_id=0,5648,0
685,stock_id=0,5658,0
686,stock_id=0,5663,0
687,stock_id=0,5666,1
688,stock_id=0,5667,0
689,stock_id=0,5676,1
690,stock_id=0,5678,0
691,stock_id=0,5682,1
692,stock_id=0,5686,0
693,stock_id=0,5704,0
694,stock_id=0,5706,0
695,stock_id=0,5728,1
696,stock_id=0,5729,0
697,stock_id=0,5743,0
698,stock_id=0,5749,0
699,stock_id=0,5756,1
700,stock_id=0,5759,0
701,stock_id=0,5763,0
702,stock_id=0,5773,0
703,stock_id=0,5777,1
704,stock_id=0,5787,0
705,stock_id=0,5790,0
706,stock_id=0,5793,0
707,stock_id=0,5795,0
708,stock_id=0,5803,0
709,stock_id=0,5809,0
710,stock_id=0,5816,0
711,stock_id=0,5817,0
712,stock_id=0,5825,0
713,stock_id=0,5829,0
714,stock_id=0,5831,0
715,stock_id=0,5832,1
716,stock_id=0,5842,0
717,stock_id=0,5846,0
718,stock_id=0,5853,0
719,stock_id=0,5872,0
720,stock_id=0,5878,1
721,stock_id=0,5904,0
722,stock_id=0,5907,0
723,stock_id=0,5910,1
724,stock_id=0,5913,0
725,stock_id=0,5915,0
726,stock_id=0,5916,0
727,stock_id=0,5929,0
728,stock_id=0,5932,0
729,stock_id=0,5934,0
730,stock_id=0,5944,0
731,stock_id=0,5958,0
732,stock_id=0,5975,0
733,stock_id=0,5976,0
734,stock_id=0,5978,0
735,stock_id=0,5987,0
736,stock_id=0,6016,0
737,stock_id=0,6020,0
738,stock_id=0,6029,1
739,stock_id=0,6065,1
740,stock_id=0,6068,1
741,stock_id=0,6070,1
742,stock_id=0,6074,0
743,stock_id=0,6076,0
744,stock_id=0,6082,0
745,stock_id=0,6085,1
746,stock_id=0,6089,0
747,stock_id=0,6102,0
748,stock_id=0,6108,0
749,stock_id=0,6114,0
750,stock_id=0,6115,1
751,stock_id=0,6121,0
752,stock_id=0,6134,0
753,stock_id=0,6139,0
754,stock_id=0,6144,1
755,stock_id=0,6145,0
756,stock_id=0,6166,1
757,stock_id=0,6172,0
758,stock_id=0,6174,0
759,stock_id=0,6177,0
760,stock_id=0,6197,0
761,stock_id=0,6213,0
762,stock_id=0,6217,0
763,stock_id=0,6235,0
764,stock_id=0,6256,0
765,stock_id=0,6270,0
766,stock_id=0,6272,1
767,stock_id=0,6274,0
768,stock_id=0,6286,1
769,stock_id=0,6287,0
770,stock_id=0,6296,0
771,stock_id=0,6316,0
772,stock_id=0,6324,1
773,stock_id=0,6325,1
774,stock_id=0,6342,0
775,stock_id=0,6356,0
776,stock_id=0,6359,0
777,stock_id=0,6367,1
778,stock_id=0,6382,0
779,stock_id=0,6390,0
780,stock_id=0,6398,0
781,stock_id=0,6403,0
782,stock_id=0,6410,0
783,stock_id=0,6428,1
784,stock_id=0,6434,0
785,stock_id=0,6445,0
786,stock_id=0,6463,0
787,stock_id=0,6476,0
788,stock_id=0,6480,0
789,stock_id=0,6481,0
790,stock_id=0,6482,0
791,stock_id=0,6483,0
792,stock_id=0,6489,0
793,stock_id=0,6493,1
794,stock_id=0,6494,0
795,stock_id=0,6520,0
796,stock_id=0,6523,0
797,stock_id=0,6528,0
798,stock_id=0,6545,0
799,stock_id=0,6562,0
800,stock_id=0,6566,0
801,stock_id=0,6568,1
802,stock_id=0,6585,0
803,stock_id=0,6592,0
804,stock_id=0,6599,0
805,stock_id=0,6607,0
806,stock_id=0,6613,1
807,stock_id=0,6617,0
808,stock_id=0,6619,0
809,stock_id=0,6626,0
810,stock_id=0,6631,0
811,stock_id=0,6632,0
812,stock_id=0,6643,0
813,stock_id=0,6647,0
814,stock_id=0,6648,0
815,stock_id=0,6657,0
816,stock_id=0,6668,0
817,stock_id=0,6679,0
818,stock_id=0,6693,1
819,stock_id=0,6696,0
820,stock_id=0,6723,1
821,stock_id=0,6729,0
822,stock_id=0,6730,1
823,stock_id=0,6740,0
824,stock_id=0,6742,0
825,stock_id=0,6746,0
826,stock_id=0,6771,0
827,stock_id=0,6777,0
828,stock_id=0,6782,0
829,stock_id=0,6799,1
830,stock_id=0,6809,0
831,stock_id=0,6815,1
832,stock_id=0,6819,0
833,stock_id=0,6820,1
834,stock_id=0,6822,1
835,stock_id=0,6823,0
836,stock_id=0,6827,0
837,stock_id=0,6836,1
838,stock_id=0,6846,0
839,stock_id=0,6850,1
840,stock_id=0,6854,0
841,stock_id=0,6859,1
842,stock_id=0,6895,0
843,stock_id=0,6904,1
844,stock_id=0,6906,0
845,stock_id=0,6909,1
846,stock_id=0,6914,0
847,stock_id=0,6917,1
848,stock_id=0,6925,0
849,stock_id=0,6928,0
850,stock_id=0,6930,0
851,stock_id=0,6931,0
852,stock_id=0,6932,1
853,stock_id=0,6939,0
854,stock_id=0,6940,0
855,stock_id=0,6941,0
856,stock_id=0,6944,0
857,stock_id=0,6961,0
858,stock_id=0,6965,1
859,stock_id=0,6976,0
860,stock_id=0,6979,0
861,stock_id=0,6999,0
862,stock_id=0,7005,0
863,stock_id=0,7008,0
864,stock_id=0,7009,0
865,stock_id=0,7013,1
866,stock_id=0,7014,0
867,stock_id=0,7028,0
868,stock_id=0,7041,0
869,stock_id=0,7043,0
870,stock_id=0,7051,0
871,stock_id=0,7054,0
872,stock_id=0,7055,0
873,stock_id=0,7107,0
874,stock_id=0,7122,0
875,stock_id=0,7124,0
876,stock_id=0,7133,0
877,stock_id=0,7150,0
878,stock_id=0,7151,0
879,stock_id=0,7162,0
880,stock_id=0,7180,0
881,stock_id=0,7194,0
882,stock_id=0,7195,0
883,stock_id=0,7200,1
884,stock_id=0,7212,1
885,stock_id=0,7213,1
886,stock_id=0,7217,0
887,stock_id=0,7219,1
888,stock_id=0,7237,0
889,stock_id=0,7245,0
890,stock_id=0,7249,0
891,stock_id=0,7251,1
892,stock_id=0,7258,0
893,stock_id=0,7260,0
894,stock_id=0,7261,0
895,stock_id=0,7270,1
896,stock_id=0,7277,0
897,stock_id=0,7309,1
898,stock_id=0,7310,0
899,stock_id=0,7316,0
900,stock_id=0,7322,0
901,stock_id=0,7333,0
902,stock_id=0,7343,0
903,stock_id=0,7367,0
904,stock_id=0,7369,0
905,stock_id=0,7373,0
906,stock_id=0,7374,0
907,stock_id=0,7418,0
908,stock_id=0,7444,0
909,stock_id=0,7447,1
910,stock_id=0,7458,1
911,stock_id=0,7460,0
912,stock_id=0,7465,0
913,stock_id=0,7467,1
914,stock_id=0,7478,0
915,stock_id=0,7491,0
916,stock_id=0,7512,0
917,stock_id=0,7517,0
918,stock_id=0,7518,0
919,stock_id=0,7545,1
920,stock_id=0,7548,0
921,stock_id=0,7564,0
922,stock_id=0,7566,0
923,stock_id=0,7567,0
924,stock_id=0,7572,1
925,stock_id=0,7593,0
926,stock_id=0,7621,1
927,stock_id=0,7624,1
928,stock_id=0,7629,0
929,stock_id=0,7632,0
930,stock_id=0,7653,0
931,stock_id=0,7666,0
932,stock_id=0,7668,0
933,stock_id=0,7674,1
934,stock_id=0,7675,0
935,stock_id=0,7677,0
936,stock_id=0,7679,1
937,stock_id=0,7686,0
938,stock_id=0,7709,1
939,stock_id=0,7714,0
940,stock_id=0,7716,0
941,stock_id=0,7743,1
942,stock_id=0,7745,0
943,stock_id=0,7747,0
944,stock_id=0,7752,0
945,stock_id=0,7758,1
946,stock_id=0,7759,0
947,stock_id=0,7764,0
948,stock_id=0,7775,0
949,stock_id=0,7783,0
950,stock_id=0,7799,0
951,stock_id=0,7811,0
952,stock_id=0,7818,0
953,stock_id=0,7821,0
954,stock_id=0,7837,0
955,stock_id=0,7843,0
956,stock_id=0,7845,1
957,stock_id=0,7854,1
958,stock_id=0,7864,1
959,stock_id=0,7874,1
960,stock_id=0,7882,0
961,stock_id=0,7883,0
962,stock_id=0,7884,0
963,stock_id=0,7885,1
964,stock_id=0,7897,1
965,stock_id=0,7909,1
966,stock_id=0,7921,0
967,stock_id=0,7992,0
968,stock_id=0,8009,0
969,stock_id=0,8011,1
970,stock_id=0,8014,1
971,stock_id=0,8016,0
972,stock_id=0,8032,1
973,stock_id=0,8044,0
974,stock_id=0,8068,0
975,stock_id=0,8070,0
976,stock_id=0,8081,1
977,stock_id=0,8085,0
978,stock_id=0,8101,0
979,stock_id=0,8104,0
980,stock_id=0,8109,1
981,stock_id=0,8117,0
982,stock_id=0,8168,0
983,stock_id=0,8186,1
984,stock_id=0,8190,0
985,stock_id=0,8191,0
986,stock_id=0,8192,0
987,stock_id=0,8196,1
988,stock_id=0,8205,0
989,stock_id=0,8211,0
990,stock_id=0,8219,0
991,stock_id=0,8222,0
992,stock_id=0,8224,0
993,stock_id=0,8256,0
994,stock_id=0,8271,1
995,stock_id=0,8298,0
996,stock_id=0,8331,0
997,stock_id=0,8346,1
998,stock_id=0,8353,1
999,stock_id=0,8357,0
1000,stock_id=0,8360,0
1001,stock_id=0,8365,0
1002,stock_id=0,8408,0
1003,stock_id=0,8426,0
1004,stock_id=0,8435,0
